Id,BuiltArea,LotArea,Bedrooms,Bathrooms,Floors,Age,DistanceToCityCenter,SchoolRating,CrimeIndex,HasParking,HasGym,HasSwimmingPool,FurnishingType,SalePrice
1120,2025.327198,1724.721577,1,2,1,22,14.47242713,1,56.81853235,0,0,1,Semi-Furnished,86.63140642
1121,2052.762966,1908.422103,2,4,1,4,10.73366892,10,51.69686788,0,1,0,Semi-Furnished,133.873052
1122,2093.515153,2118.204726,4,3,1,0,7.88208754,,57.42728176,1,1,0,Semi-Furnished,145.7787115
1123,1819.365111,,3,4,1,1,14.45891721,5,55.36628238,1,0,1,Fully-Furnished,115.530054
1124,928.4975436,2168.293691,4,4,3,15,5.276132656,,56.13939234,0,0,1,Semi-Furnished,109.7650347
1125,2316.715766,3224.267651,2,4,1,4,4.515164084,3,20.81877645,1,1,1,Unfurnished,191.9063294
1126,926.8273035,1377.524171,3,4,3,21,5.593953941,4,77.35811594,0,1,1,Semi-Furnished,108.0310873
1127,1651.317733,,3,3,1,0,10.09148507,10,71.23018231,1,0,1,Fully-Furnished,153.6265616
1128,1122.862075,3198.478107,3,4,2,11,4.951579226,,49.77566698,1,1,0,Unfurnished,128.8843142
1129,1467.930827,1347.076009,3,3,2,18,7.378508047,9,32.29851316,0,0,1,Fully-Furnished,106.8867997
1130,1664.381205,835.9563159,4,1,3,21,1.592578824,4,58.44828905,0,1,1,Semi-Furnished,113.9326335
1131,1660.678608,2241.56872,3,2,3,16,9.924390662,10,28.07105098,1,1,1,Fully-Furnished,156.5200811
1132,1710.960377,1562.073982,4,2,2,12,1.931586531,3,75.15427243,0,0,1,Fully-Furnished,137.153703
1133,2306.855635,3494.882575,3,3,2,38,4.271355781,10,47.57877114,1,1,1,Semi-Furnished,156.8345858
1134,1726.767151,2027.846032,3,3,1,27,12.86866854,7,41.05371918,1,0,1,Fully-Furnished,117.3093706
1135,1377.921682,1358.240474,2,2,2,2,12.72127327,9,58.75462859,0,0,1,Fully-Furnished,89.99131969
1136,1982.043584,1082.272391,4,4,3,4,9.497252358,2,42.95671484,0,0,0,Fully-Furnished,93.76738963
1137,2094.735244,,4,3,3,35,9.102654327,6,45.79969798,0,0,1,Unfurnished,159.446411
1138,886.1960924,1543.052821,5,4,2,14,5.876161411,5,38.09612125,1,1,0,Fully-Furnished,126.4609064
1139,1798.700035,2035.06304,2,3,3,16,4.908385345,1,59.3762871,1,1,0,Semi-Furnished,120.2423801
1140,1850.586371,2764.642196,4,3,1,28,6.551033209,7,54.61254711,0,0,0,Semi-Furnished,121.4510999
1141,1351.218248,1612.593318,2,1,1,3,1.945383302,1,65.7551999,0,1,0,Fully-Furnished,92.71172792
1142,2187.853407,1963.256937,2,1,2,31,9.00979422,10,25.62331746,1,1,1,Semi-Furnished,114.3369296
1143,1424.972206,1986.745272,2,2,3,37,8.195324499,9,31.74226432,1,1,1,Unfurnished,134.4247117
1144,1562.788227,2546.659609,1,1,2,3,4.266314933,4,42.23586025,0,1,0,Semi-Furnished,115.375096
1145,1413.464088,2472.595468,4,1,3,12,14.27472768,8,66.66862172,0,1,1,Semi-Furnished,117.9776552
1146,1507.789524,1823.909015,2,2,3,19,10.42765484,1,28.62400437,1,1,0,Fully-Furnished,108.3704813
1147,951.8624566,2050.919249,1,4,3,17,10.76736722,5,37.25640106,1,0,0,Unfurnished,64.84331679
1148,779.9745587,1702.576791,1,1,1,36,6.050640296,3,71.30650077,0,1,0,Unfurnished,63.50701406
1149,2297.252532,817.9100745,3,4,3,11,7.994679688,4,57.94529836,1,1,0,Semi-Furnished,132.2671597
1150,1076.519326,,3,2,1,24,10.50949068,4,66.20509712,1,0,0,Semi-Furnished,79.92150334
1151,1004.303825,3513.753409,4,3,3,29,8.611129468,8,48.63372657,1,0,1,Fully-Furnished,163.2798651
1152,423.3049432,1293.024687,3,4,2,14,14.40760314,10,76.52462148,0,0,1,Fully-Furnished,59.88453531
1153,1180.519126,1381.576232,4,2,1,35,7.184849722,10,28.23378262,1,1,1,Unfurnished,114.9457878
1154,838.4551033,1303.417783,1,4,1,7,5.981757871,,46.78384162,0,0,1,Fully-Furnished,71.74320014
1155,2321.00758,2579.673423,1,2,1,27,10.53701151,1,45.55148899,1,0,1,Unfurnished,134.6721272
1156,2004.908545,2358.788363,4,2,2,21,2.941410911,5,45.73692178,1,1,0,Unfurnished,126.0501519
1157,1155.924827,1873.169846,3,3,1,37,11.69718773,2,31.16733781,0,0,1,Semi-Furnished,98.53480223
1158,2626.217903,1265.584751,3,4,2,15,2.797152798,6,58.31718788,0,1,0,Unfurnished,154.2697237
1159,1990.882743,2073.901433,4,3,3,4,10.55433866,4,31.63067745,1,1,1,Unfurnished,125.6550909
1160,1337.584308,748.3022981,5,3,3,33,5.406905783,9,30.01466313,0,1,0,Unfurnished,102.1649462
1161,400,2114.741253,3,4,2,37,9.906336588,7,11.10644576,0,1,0,Unfurnished,76.96147734
1162,2645.471286,2697.219509,2,4,1,10,11.62937178,2,38.8676294,0,1,0,Semi-Furnished,152.3754648
1163,805.2137666,999.0406907,3,2,1,1,8.613684782,7,52.20059689,1,1,0,Fully-Furnished,64.41243187
1164,677.3006265,773.9853785,5,4,2,24,3.201516193,10,54.32678596,0,1,0,Fully-Furnished,111.2393655
1165,2011.285216,3263.550313,1,2,3,24,4.412899022,8,46.63945101,1,1,0,Unfurnished,137.6979842
1166,2719.876203,1510.592288,1,2,2,0,5.085363436,3,39.95518393,0,0,1,Fully-Furnished,145.6790958
1167,2192.136409,2908.758277,1,2,1,30,0.5,3,43.91680157,0,0,1,Fully-Furnished,126.8891792
1168,1781.95456,1876.801868,3,2,1,4,12.50991143,2,39.88077386,1,1,0,Unfurnished,113.2710157
1169,1797.377171,1870.436146,1,2,1,39,8.440430343,1,80.80920785,1,1,0,Unfurnished,91.58246184
1170,1926.707779,2350.73016,5,2,1,3,3.457927819,3,31.57536981,0,1,1,Fully-Furnished,149.3191951
1171,1879.464295,1292.800915,5,4,3,4,13.82269943,10,38.36965811,1,1,0,Semi-Furnished,158.3732123
1172,1640.595712,2105.997715,3,4,3,4,5.194687599,7,49.99262047,1,1,1,Fully-Furnished,147.8216747
1173,1552.100552,1694.808468,2,1,3,15,9.002289956,9,33.55760143,0,0,0,Unfurnished,129.0774437
1174,1468.703436,943.6052453,3,4,1,17,4.698917819,9,50.69139713,0,0,1,Fully-Furnished,88.23125919
1175,1123.017706,2269.98566,1,3,1,16,0.5,6,25.42821497,1,1,0,Fully-Furnished,136.4019325
1176,1359.662462,1789.353754,3,1,1,34,2.542237765,6,51.85787425,0,0,1,Semi-Furnished,113.9809883
1177,653.5215929,1874.380137,5,4,2,17,6.206038277,5,43.33627022,1,0,1,Fully-Furnished,122.8341007
1178,1450.830187,1031.871245,3,3,1,3,11.59318748,2,38.82007152,1,1,1,Fully-Furnished,139.2650186
1179,1005.704446,,3,4,3,30,9.386132587,,45.62206028,1,1,0,Unfurnished,85.57570035
1180,948.2053414,2701.371349,2,2,3,30,8.560820505,1,41.88565588,0,1,1,Semi-Furnished,68.73857467
1181,1589.947076,2771.324707,5,1,3,8,0.5,6,43.9569924,1,0,1,Fully-Furnished,151.4312142
1182,2196.001143,1755.644238,4,2,2,30,13.08034459,4,61.49917097,0,1,0,Fully-Furnished,83.25254308
1183,1959.158303,616.6536884,4,1,3,4,8.894718786,3,76.98525868,1,1,0,Unfurnished,78.26058835
1184,714.7496982,3562.333906,5,1,2,35,7.52232932,1,10,1,1,0,Unfurnished,105.7592977
1185,1005.185932,1951.121994,4,2,2,15,12.52969244,6,46.51808946,1,0,1,Semi-Furnished,95.09002196
1186,1970.385594,1400.960163,1,1,2,15,12.98998689,7,30.75835463,0,0,0,Semi-Furnished,74.32808591
1187,1008.756303,2333.44126,4,1,1,19,12.61836099,1,44.88210482,0,1,1,Semi-Furnished,85.24867075
1188,1387.683425,2933.69663,1,4,1,29,7.011654013,1,56.0409837,1,1,1,Unfurnished,132.0316898
1189,1775.02605,1981.559555,5,3,3,25,3.986093757,7,85.80773101,1,0,1,Unfurnished,141.3928007
1190,1015.827773,3022.860134,4,2,3,30,11.95569167,6,45.16428764,0,0,1,Unfurnished,120.0879018
1191,1552.687753,2866.399951,4,4,2,14,2.539782228,7,51.94794119,1,1,1,Unfurnished,149.7300617
1192,832.9872525,1138.89505,1,4,1,37,15.78902695,8,36.29137138,0,1,0,Semi-Furnished,83.1443844
1193,1199.316178,1460.967915,1,2,3,37,8.111998181,8,35.50742218,1,0,0,Semi-Furnished,112.7211842
1194,1659.890967,2766.029731,3,1,3,19,3.756462977,9,34.79323688,1,0,0,Semi-Furnished,138.9761748
1195,703.5031332,,2,2,1,34,3.072525783,9,39.23655883,0,0,0,Unfurnished,53.92952693
1196,1720.237369,1880.435445,4,3,2,22,2.889580704,7,42.87915731,0,0,0,Unfurnished,121.1157282
1197,1490.181101,855.3350387,2,3,3,38,8.561451627,9,71.32320986,0,0,0,Unfurnished,62.54199151
1198,1776.244977,1618.756959,2,2,3,24,7.97443072,6,44.80644304,1,1,0,Unfurnished,110.1398594
1199,1611.957067,1760.943929,4,4,1,21,3.056311306,9,58.32611666,1,1,1,Fully-Furnished,147.6805492
1200,2182.070215,1713.404498,1,2,1,7,6.574176854,2,54.41116513,0,1,1,Semi-Furnished,134.5105629
1201,1562.612251,1558.190998,3,3,2,8,2.528258456,2,64.28351739,1,0,1,Semi-Furnished,126.9285374
1202,1285.297229,1122.28508,5,2,2,14,10.35720722,6,21.46856288,1,1,1,Fully-Furnished,87.86198405
1203,1561.148752,3833.529013,4,1,3,19,7.781626936,3,55.14537566,1,1,1,Semi-Furnished,159.2116648
1204,1771.649015,3493.969603,4,2,2,34,6.486389976,2,53.4442923,0,1,0,Unfurnished,122.6289499
1205,1524.430035,1070.347344,5,4,3,36,2.84755708,8,48.50251674,0,1,0,Semi-Furnished,107.6079315
1206,1520.295846,3265.693401,2,1,3,2,6.799377599,7,66.14434517,1,0,0,Unfurnished,123.9044548
1207,1149.004156,1680.427608,3,3,1,33,6.341088475,8,48.18717449,1,1,1,Unfurnished,131.0194445
1208,1168.549541,2103.349979,2,2,3,33,9.270906805,6,63.18388189,1,0,0,Unfurnished,70.93068192
1209,798.6973641,1949.380832,5,4,1,35,8.668071912,9,52.55103801,0,1,1,Fully-Furnished,102.0836773
1210,2374.788372,1472.201087,5,4,3,34,11.16824041,9,53.7102838,0,0,1,Semi-Furnished,118.1624211
1211,878.0683823,2787.081875,3,3,3,8,6.061693826,2,54.74267846,0,1,0,Unfurnished,125.4272706
1212,1153.547401,2100.709224,5,2,3,29,0.558353991,10,47.00943208,0,1,1,Semi-Furnished,129.5917652
1213,1140.796367,1618.758861,5,4,2,25,11.96437151,5,73.45959986,0,0,1,Fully-Furnished,78.93959399
1214,1947.462188,956.328445,3,1,2,11,4.255869948,9,66.13380043,1,0,0,Semi-Furnished,116.8229017
1215,1352.525161,1285.123989,4,2,1,23,3.572331788,3,49.10697072,1,0,0,Semi-Furnished,81.32219655
1216,2123.871036,686.8959075,2,3,3,18,7.82753382,5,52.56476615,0,0,0,Semi-Furnished,117.5290754
1217,1163.254688,2009.778839,4,1,1,15,9.209082052,8,57.21484029,0,1,0,Semi-Furnished,132.1014467
1218,1639.497081,1042.667526,4,2,1,25,5.876654377,2,62.15100702,0,1,1,Fully-Furnished,80.55588718
1219,1082.326473,1787.55159,2,4,3,22,5.845229274,6,74.19052286,0,0,0,Semi-Furnished,114.0679875
1220,2572.574564,3096.081483,4,3,2,32,6.435894729,4,63.6016551,1,1,0,Unfurnished,180.7270442
1221,906.2007905,2959.439658,3,3,2,29,13.6661614,6,47.3836376,1,1,0,Fully-Furnished,100.1512298
1222,1654.910355,1974.178485,2,2,1,22,7.98928765,3,37.73683021,1,1,0,Semi-Furnished,121.1103246
1223,1816.88844,1930.332219,1,3,2,9,4.128148642,6,64.88257007,1,0,1,Semi-Furnished,135.3273742
1224,1706.899549,3503.89964,4,1,3,35,4.168866572,7,54.33550733,0,1,1,Unfurnished,145.3723574
1225,1407.356171,2416.604896,5,2,3,30,6.996463282,,35.26166461,0,1,1,Fully-Furnished,125.3183329
1226,1435.08965,1737.754832,2,1,2,21,8.951431736,3,62.80027176,0,0,0,Fully-Furnished,95.08193333
1227,1521.905736,859.1855063,1,3,2,37,9.935920648,5,72.74630609,1,0,0,Unfurnished,67.32424686
1228,1426.498999,2315.098575,5,3,1,1,8.496634415,8,50.10643374,1,1,1,Semi-Furnished,158.7185962
1229,1981.939558,2663.459018,1,3,2,22,4.632506596,2,73.49906886,1,1,1,Semi-Furnished,126.3872041
1230,2605.261501,1494.67878,4,1,1,34,6.304234802,7,61.49283578,1,0,0,Fully-Furnished,161.2854302
1231,1221.254107,2232.962204,5,3,3,36,10.93563153,1,32.62118562,1,1,1,Fully-Furnished,93.7905631
1232,815.0985102,1709.141364,4,2,3,31,3.415632158,7,56.33834942,0,0,0,Semi-Furnished,128.6387019
1233,1455.858976,1852.774081,5,4,3,11,6.136986428,1,23.43260124,1,1,0,Unfurnished,120.8029487
1234,2789.854669,,2,2,2,34,10.38985143,4,55.31057576,1,0,1,Unfurnished,132.2108852
1235,1098.162716,1822.574877,3,4,2,2,11.50112571,4,34.63046467,1,0,1,Semi-Furnished,127.2686174
1236,2319.558403,2775.495442,3,3,2,33,7.228338516,5,52.88467547,0,1,0,Unfurnished,145.4689053
1237,2338.850407,1494.877956,1,2,1,37,6.355172758,2,60.16325408,1,0,0,Fully-Furnished,123.6314294
1238,1223.205879,2042.021095,5,1,1,23,2.711528234,6,41.17622048,1,1,1,Semi-Furnished,112.7601828
1239,1784.49154,1395.239435,4,4,1,37,10.10255969,,75.35725012,0,1,1,Unfurnished,91.47172811
1240,2314.198312,2288.353341,2,1,3,16,13.27511874,8,36.17786288,0,1,1,Unfurnished,145.3783785
1241,1310.43613,1826.781442,2,4,1,39,18.26061623,10,17.91960716,0,1,0,Fully-Furnished,103.5991447
1242,1398.20982,1248.606767,2,3,2,0,9.545784734,1,49.56672909,1,1,1,Fully-Furnished,100.6064697
1243,1209.159543,3066.041174,3,2,2,7,7.796481393,4,70.47798413,1,0,1,Semi-Furnished,130.0423392
1244,992.6216347,,4,4,3,14,4.320757547,2,49.68504591,1,1,1,Fully-Furnished,111.7168527
1245,1175.361227,1516.074589,2,2,2,24,0.5,8,41.10478072,1,1,0,Fully-Furnished,111.0071607
1246,888.0298666,2398.230648,2,4,2,7,8.707836999,4,25.26986622,0,1,0,Semi-Furnished,101.6572199
1247,1517.041734,,1,4,2,31,17.40135648,8,41.42803386,0,0,0,Unfurnished,102.0028748
1248,1115.013384,2513.840988,5,3,1,12,13.08324892,2,32.86789665,0,0,0,Fully-Furnished,102.3553009
1249,1616.892956,644.5952832,5,4,1,14,12.46625708,4,53.65488121,0,0,0,Semi-Furnished,76.0174741
1250,722.0521769,2805.285233,5,1,2,5,8.982411268,9,54.92621399,1,0,1,Fully-Furnished,122.9180356
1251,1665.440116,1544.24083,1,4,2,32,9.438092641,5,35.76575151,0,1,0,Fully-Furnished,93.40156812
1252,1916.764481,1713.737653,3,4,2,6,0.5,6,45.10618927,1,1,1,Unfurnished,167.6186291
1253,503.1321787,4110.305402,1,4,2,32,11.05004232,10,71.69302628,1,0,0,Fully-Furnished,123.7589967
1254,1687.028285,2241.498705,2,3,1,28,5.682637722,9,43.61078682,0,0,0,Fully-Furnished,119.1319654
1255,2113.834496,1690.94202,4,2,3,37,5.193090614,9,43.23006287,1,0,0,Fully-Furnished,129.365912
1256,895.1794907,500,2,2,2,36,6.706972188,7,52.79769372,1,0,1,Unfurnished,81.41236146
1257,2336.286193,3111.811307,2,3,1,31,6.571982042,2,28.85151553,1,1,0,Fully-Furnished,163.1288453
1258,1709.509505,923.8322634,4,1,2,2,5.129457632,7,64.2471808,0,0,1,Semi-Furnished,137.0712413
1259,1147.494072,1197.248877,5,1,3,19,8.055488289,9,43.80339908,1,1,1,Semi-Furnished,107.0387149
1260,1472.115461,1734.918161,1,3,1,13,5.766889615,2,32.62883968,1,1,0,Unfurnished,89.26454327
1261,1779.163456,3133.129433,3,2,1,27,8.401291823,7,58.05932329,1,0,1,Unfurnished,151.4524572
1262,1538.002696,2618.591989,2,1,3,37,2.051288742,7,42.6842327,0,1,1,Unfurnished,149.3791345
1263,1769.377996,1873.729992,2,3,3,3,7.143768917,3,36.86260735,1,1,0,Fully-Furnished,130.6518109
1264,1039.663203,2246.633651,3,2,1,14,3.614817641,6,51.08972975,1,0,1,Unfurnished,113.4283513
1265,1584.680412,1519.691446,1,1,3,16,5.434202726,8,65.77655463,1,1,0,Semi-Furnished,134.3073939
1266,793.1427515,2111.722952,2,1,2,36,8.573595372,10,43.83955308,0,0,0,Semi-Furnished,63.29593085
1267,1444.386969,2058.669396,3,3,3,23,1.584009541,8,35.52234819,0,0,1,Fully-Furnished,122.5477261
1268,1048.046179,2775.015917,2,2,3,37,4.710370491,3,16.31285273,0,0,1,Fully-Furnished,95.4351625
1269,1132.235029,2773.742498,5,1,1,35,10.27585754,6,28.24930513,1,1,1,Fully-Furnished,117.2045625
1270,2118.046588,2395.181906,5,3,3,7,2.347288633,2,42.7643964,1,1,1,Fully-Furnished,180.9425421
1271,2045.65506,1710.121954,2,1,1,2,15.11146856,2,30.38843919,1,0,0,Semi-Furnished,91.67832002
1272,1804.56906,2593.457836,2,2,2,29,12.81763182,,39.51813175,1,0,0,Semi-Furnished,134.0349937
1273,953.8436177,1926.425227,5,4,3,21,6.021891662,10,78.92021098,1,1,1,Unfurnished,111.9255527
1274,1341.795775,1134.468505,2,1,3,32,4.851161249,5,68.46718866,0,1,0,Fully-Furnished,89.23281195
1275,2106.54885,1677.369766,1,2,1,24,8.807759613,5,37.72859694,0,0,1,Semi-Furnished,81.60079004
1276,1570.858457,2067.621587,1,1,1,29,2.210150972,4,52.0714249,1,1,0,Semi-Furnished,76.40676207
1277,2659.66477,2728.172627,4,4,3,36,0.5,10,33.79182255,0,1,1,Unfurnished,183.8147244
1278,1696.65892,1853.177462,1,4,1,2,6.162659504,4,73.43172414,0,1,1,Semi-Furnished,144.8770392
1279,1596.024558,1032.641031,2,1,3,3,7.463804934,8,51.06704005,1,1,1,Semi-Furnished,135.5300351
1280,1345.441768,2045.393347,2,3,2,28,8.377708897,3,65.75328915,1,1,1,Fully-Furnished,84.63462764
1281,1566.770452,2090.764832,3,1,3,31,5.541037536,3,38.20018,0,0,0,Unfurnished,116.6617892
1282,1423.765082,2148.670103,1,2,2,22,13.09578692,8,74.0187585,0,0,0,Fully-Furnished,99.98288839
1283,1854.054338,2735.897213,5,3,2,18,2.019441366,3,43.40079478,1,0,1,Fully-Furnished,157.2708193
1284,1978.351158,2815.138592,5,2,1,14,3.44695146,2,23.51318943,1,0,1,Unfurnished,186.3698776
1285,1107.00527,1524.631302,4,2,1,15,9.946543825,5,47.39738313,1,0,0,Unfurnished,80.99517347
1286,834.3835232,1507.085234,3,3,1,22,3.353410457,3,39.69688828,0,0,1,Fully-Furnished,103.2986537
1287,581.8973134,1167.841031,5,4,1,39,3.198718191,6,65.07630367,0,1,0,Fully-Furnished,77.50098047
1288,1753.995663,2559.052536,4,2,3,36,8.493419169,7,40.6937249,1,1,1,Fully-Furnished,161.6153293
1289,948.3166969,3159.056087,1,1,2,0,3.785909519,3,58.06732606,1,0,1,Fully-Furnished,125.6715326
1290,423.5547035,1747.934458,3,4,3,18,7.467662288,9,39.76634509,1,1,0,Unfurnished,91.00729591
1291,1694.289302,1806.855548,3,4,2,36,5.200573761,10,37.31251769,1,0,0,Semi-Furnished,111.1652054
1292,2746.499759,3173.426046,2,3,2,34,4.553345187,1,50.01221473,1,0,0,Unfurnished,160.3861664
1293,1496.964544,2404.446283,1,1,2,29,0.5,7,57.97630366,0,0,0,Semi-Furnished,95.09256373
1294,1919.245387,2348.988564,3,1,3,16,8.558252611,4,26.59346791,0,1,1,Unfurnished,91.85442384
1295,1540.914679,1047.266795,4,4,1,38,3.011240032,7,63.84398747,1,1,1,Fully-Furnished,133.1156362
1296,1450.555173,2542.982455,5,2,3,25,7.327031186,,64.05607607,1,1,0,Semi-Furnished,146.7666392
1297,1959.538241,1256.690928,1,2,2,12,5.951580407,9,45.43165741,1,1,0,Unfurnished,124.4861479
1298,1354.862728,1092.783851,1,1,3,21,7.173967765,1,47.14592281,0,0,1,Unfurnished,91.39006196
1299,1633.696157,1722.582739,3,4,2,22,7.401298504,10,10.27062109,1,1,1,Unfurnished,150.9908641
1300,1660.848903,1531.365821,3,4,1,32,8.774513004,4,77.03973896,0,1,1,Fully-Furnished,107.1603043
1301,1165.954773,1822.720244,3,4,1,26,5.088962794,7,45.1745847,0,1,0,Unfurnished,78.53852783
1302,1996.021175,847.2146924,4,3,3,34,12.97078592,10,66.25920352,1,0,0,Unfurnished,110.6615523
1303,1412.520122,2767.053045,2,1,1,11,0.610399757,6,40.92398542,1,0,1,Fully-Furnished,129.1268604
1304,1122.12742,2902.149036,3,1,2,8,7.093635526,9,,1,1,0,Semi-Furnished,156.8887618
1305,1768.254922,500,2,2,2,33,11.34492391,7,57.84583979,1,1,1,Semi-Furnished,105.8765106
1306,1050.766009,2782.766245,2,2,1,13,9.907090212,3,43.11624158,1,1,1,Fully-Furnished,125.0524324
1307,1514.090579,1351.577096,1,1,1,36,4.100657694,7,26.52208299,0,0,0,Semi-Furnished,108.1435988
1308,1495.440502,2685.58043,5,1,1,2,4.767018028,,48.11187742,0,1,1,Unfurnished,149.3726996
1309,2042.947783,1945.242806,5,2,3,20,3.972829763,5,28.78387661,1,0,0,Unfurnished,167.1252199
1310,1737.349116,2023.020451,4,1,3,6,10.39691052,2,37.05806735,1,0,1,Semi-Furnished,109.4757277
1311,1487.486521,1851.92188,4,2,2,32,5.040305086,10,40.54992751,1,1,1,Semi-Furnished,126.1634293
1312,1908.88315,2969.703363,5,1,3,34,9.020492352,3,51.1844521,1,0,0,Semi-Furnished,146.4884772
1313,2195.103775,1008.32959,5,3,3,10,9.057205656,6,40.35504854,1,1,1,Fully-Furnished,125.8433862
1314,1778.905153,2486.272271,1,3,2,31,17.47357387,6,31.71026053,0,1,1,Semi-Furnished,111.5011896
1315,1505.17631,2881.064132,1,4,2,21,9.253005039,7,52.81663797,0,1,1,Fully-Furnished,138.7565174
1316,844.0818838,2573.072064,5,1,1,18,4.755423941,6,59.78375747,0,1,1,Semi-Furnished,120.6248758
1317,967.4431685,3859.759131,3,2,1,35,2.159398952,9,29.20435027,0,0,1,Fully-Furnished,120.5680966
1318,1347.387648,1576.84259,3,1,3,36,6.896589141,5,50.28610686,1,1,1,Fully-Furnished,124.4918539
1319,1195.243899,,1,1,2,10,7.52365663,5,61.28669999,1,1,1,Unfurnished,105.4284287
1320,1406.514349,1915.127492,2,4,3,12,0.5,8,51.52203997,1,0,0,Semi-Furnished,129.5207915
1321,1528.324962,2986.724861,5,2,3,27,5.144583359,8,31.84363948,0,0,1,Unfurnished,129.6971402
1322,1764.846377,1993.848803,4,1,2,14,9.189410171,1,53.59141548,0,1,0,Unfurnished,82.6251755
1323,1464.750611,1689.699375,3,2,2,12,5.870577319,3,49.9947604,1,0,1,Fully-Furnished,102.4563065
1324,1743.250822,3044.857763,2,1,2,32,11.87449514,,52.27999979,0,1,0,Fully-Furnished,111.5893928
1325,1532.237207,,3,4,2,7,1.766574221,6,50.56651238,1,1,1,Fully-Furnished,118.3664767
1326,512.2667168,869.8193929,2,2,3,31,10.70753128,1,19.72151352,1,1,0,Fully-Furnished,76.98632301
1327,1030.332303,1586.522493,5,1,3,36,11.65555897,2,47.39719039,1,0,1,Unfurnished,85.57746113
1328,1427.956222,2495.226357,5,3,3,3,11.8259859,10,64.25436402,1,1,0,Fully-Furnished,143.0324299
1329,895.1526286,3113.631001,5,2,2,17,1.736574461,7,71.55628767,0,0,1,Unfurnished,123.830966
1330,1799.964365,2088.9035,1,4,1,22,9.258211183,1,64.91572149,1,0,1,Unfurnished,112.3907909
1331,2265.375416,3054.557654,2,3,3,28,5.324983526,10,50.38754077,1,1,1,Semi-Furnished,179.0322615
1332,2109.380926,913.4600628,4,2,1,1,2.375430232,5,60.37630252,1,1,1,Semi-Furnished,132.0097196
1333,1393.278565,1645.389228,4,2,1,12,6.3445291,1,58.14488423,1,1,1,Fully-Furnished,78.24022085
1334,2245.363068,1769.139906,5,2,1,15,4.380088032,6,46.51886699,1,0,1,Unfurnished,119.3137388
1335,1574.333729,1908.352458,4,2,2,7,11.68300187,7,67.23971256,0,0,1,Unfurnished,121.4461798
1336,1331.457014,2067.275511,3,1,2,18,10.05225337,8,40.29975496,1,1,0,Unfurnished,106.6850093
1337,1193.298668,2552.728766,2,1,3,31,3.390222128,3,48.38468352,1,0,0,Semi-Furnished,140.092696
1338,1348.765157,1644.154529,2,2,3,2,5.103114745,,63.53208826,0,0,1,Unfurnished,121.0755348
1339,1305.911591,2111.22295,2,4,2,31,6.477210298,1,36.24769912,1,0,0,Unfurnished,104.4435154
1340,1585.208111,1963.901688,3,1,2,20,7.710379411,3,29.96286636,1,1,0,Unfurnished,87.40320744
1341,1580.286991,1259.288077,1,2,1,24,12.0255131,5,35.4452156,1,1,1,Semi-Furnished,90.7273302
1342,1501.52301,1909.066649,3,2,2,16,10.76312931,6,56.66245562,1,0,0,Fully-Furnished,120.2251584
1343,1718.469085,1885.072376,2,4,2,24,8.205567876,3,83.50301188,1,0,1,Fully-Furnished,117.1188701
1344,2095.323137,1867.935548,2,4,2,32,6.9574046,4,67.96715204,1,1,1,Fully-Furnished,118.4145152
1345,1974.777068,2025.407565,2,4,2,30,0.906583862,,61.74143552,1,0,1,Semi-Furnished,117.9189962
1346,757.5510158,2060.538832,4,3,1,35,13.1679905,5,73.48964413,0,0,0,Semi-Furnished,78.55729499
1347,400,1654.163857,1,2,3,22,6.211613609,9,54.34120828,1,1,1,Fully-Furnished,82.08693973
1348,1967.159956,3018.171787,3,4,1,24,14.21936096,8,40.73246875,1,1,0,Fully-Furnished,136.4594119
1349,816.5606508,1064.415497,2,2,2,29,8.784437169,1,49.07958092,1,1,1,Semi-Furnished,71.58730819
1350,1387.617299,1423.223913,5,1,2,12,16.10113683,2,45.98698162,0,0,1,Fully-Furnished,111.1239343
1351,914.943487,4223.970899,1,2,3,28,10.42528613,5,35.55362763,1,1,0,Unfurnished,118.7251963
1352,599.0097812,1169.606916,5,2,3,15,2.271921475,3,46.87471322,1,0,1,Semi-Furnished,113.4926042
1353,1770.731364,916.9962602,1,3,3,37,5.542338079,,26.60141648,1,1,1,Fully-Furnished,107.5064093
1354,1879.57758,2587.581396,2,1,1,26,7.323460157,6,45.16069577,0,1,1,Fully-Furnished,107.4889301
1355,1211.7448,500,1,1,3,25,4.504868452,2,48.53399882,1,1,0,Semi-Furnished,69.50733778
1356,400,1811.780872,1,3,2,10,6.491756731,8,47.40603744,0,1,1,Semi-Furnished,94.97087953
1357,1226.877776,3716.65994,2,4,2,36,2.532243366,5,75.2433613,0,1,0,Unfurnished,101.1251132
1358,1695.902003,764.0512623,5,4,2,2,8.022885124,6,53.00477656,1,1,1,Semi-Furnished,114.2656864
1359,760.5442156,500,5,2,1,25,8.949647796,8,76.46986976,1,0,0,Semi-Furnished,74.73229602
1360,1591.67996,800.6550384,4,3,3,33,3.983562371,6,29.41374913,0,1,0,Unfurnished,95.21045671
1361,1492.345075,2718.687655,5,4,3,32,15.76101717,10,63.14538205,1,0,1,Fully-Furnished,142.3629254
1362,1789.64575,2899.821376,5,1,3,14,8.254053045,3,53.20959386,0,1,0,Semi-Furnished,112.3957085
1363,1559.790184,1589.928962,1,3,3,1,4.733036536,7,48.53817578,1,0,1,Fully-Furnished,114.784503
